topic,query_type,query,page,position,url,domain,title,timestamp
vaccines,neutral,vaccine facts,1,9,https://immunisationcoalition.org.au/diseases/immunisation-facts/,immunisationcoalition.org.au,Immunisation Facts,2026-04-29 17:56:19
vaccines,neutral,vaccine facts,1,10,https://www.ecdc.europa.eu/en/news-events/ecdc-updates-its-key-facts-vaccine-effectiveness-and-safety-and-how-vaccines-used-eu,ecdc.europa.eu,ECDC updates its key facts on vaccine effectiveness and ...,2026-04-29 17:56:19
vaccines,neutral,vaccine facts,2,1,https://www.texaschildrens.org/departments/center-vaccine-awareness-and-research/vaccine-facts-and-myths,texaschildrens.org,Vaccine Awareness and Research (CVAR),2026-04-29 17:56:23
vaccines,neutral,vaccine facts,2,2,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Vaccine-Facts-What-You-Need-to-Know.aspx,cdph.ca.gov,Vaccine Facts: What You Need to Know - CDPH - CA.gov,2026-04-29 17:56:23
vaccines,neutral,vaccine facts,2,3,https://www.mayoclinic.org/diseases-conditions/coronavirus/in-depth/coronavirus-vaccine/art-20484859,mayoclinic.org,COVID-19 vaccines: Get the facts,2026-04-29 17:56:23
vaccines,neutral,vaccine facts,2,4,https://www.canr.msu.edu/vaccineeducation/Vaccine-Facts-and-Resources,canr.msu.edu,Vaccine Facts and Resources,2026-04-29 17:56:24
vaccines,neutral,vaccine facts,2,5,https://www.who.int/health-topics/vaccines-and-immunization,who.int,Vaccines and immunization,2026-04-29 17:56:24
vaccines,neutral,vaccine facts,2,6,https://myhealth.alberta.ca/Topic/Immunization/Pages/facts.aspx,myhealth.alberta.ca,Immunization and vaccine facts,2026-04-29 17:56:24
vaccines,neutral,vaccine facts,2,7,https://vaccineknowledge.ox.ac.uk/home,vaccineknowledge.ox.ac.uk,Home | Vaccine Knowledge Project,2026-04-29 17:56:24
vaccines,neutral,vaccine facts,2,8,https://www.youtube.com/watch?v=irGd9eruKGI,youtube.com,Vaccine myths and facts,2026-04-29 17:56:24
vaccines,neutral,vaccine facts,2,9,https://www.healthychildren.org/English/safety-prevention/immunizations/Pages/vaccine-studies-examine-the-evidence.aspx,healthychildren.org,Vaccine Safety: Examine the Evidence,2026-04-29 17:56:24
vaccines,neutral,vaccine facts,2,10,https://en.wikipedia.org/wiki/Vaccine,en.wikipedia.org,Vaccine,2026-04-29 17:56:24
vaccines,slanted,vaccine scam,1,1,https://cfa.nhs.uk/fraud-prevention/COVID-19-guidance/COVID-19-vaccine-fraud,cfa.nhs.uk,COVID-19 vaccine fraud,2026-04-29 17:56:37
vaccines,slanted,vaccine scam,1,2,https://pmc.ncbi.nlm.nih.gov/articles/PMC8828097/,pmc.ncbi.nlm.nih.gov,Fake COVID-19 vaccines: scams hampering the ... - PMC - NIH,2026-04-29 17:56:37
vaccines,slanted,vaccine scam,1,3,https://www.scamwatch.gov.au/about-us/news-and-alerts/browse-news-and-alerts/covid-19-scams/covid-19-vaccination-scams,scamwatch.gov.au,COVID-19 vaccination scams,2026-04-29 17:56:37
vaccines,slanted,vaccine scam,1,4,https://content.naic.org/article/consumer-alert-how-avoid-covid-19-vaccine-scams,content.naic.org,How to Avoid COVID-19 Vaccine Scams,2026-04-29 17:56:37
vaccines,slanted,vaccine scam,1,5,https://assets.publishing.service.gov.uk/media/60115985d3bf7f05c06dfc7b/poster-guide-be-alert-to-vaccine-fraud.pdf,assets.publishing.service.gov.uk,COVID-19: VACCINE FRAUD,2026-04-29 17:56:37
vaccines,slanted,vaccine scam,1,6,https://ujces.org/blog/covid-19-vaccine-scam,ujces.org,"How to Spot, Avoid and Report a Covid-19 Vaccine Scam",2026-04-29 17:56:37
vaccines,slanted,vaccine scam,1,7,https://www.bmj.com/content/383/bmj.p2308,bmj.com,Surgeon who repeated false claims about covid and ...,2026-04-29 17:56:38
vaccines,slanted,vaccine scam,1,8,https://www.phauk.org/vaccines/vaccine-fraud-be-aware-of-scams/,phauk.org,Vaccine fraud: Be aware of scams - PHA UK,2026-04-29 17:56:38
vaccines,slanted,vaccine scam,1,9,https://www.safemedicines.org/covid-vaccine-scams,safemedicines.org,COVID-19 Vaccine Scams,2026-04-29 17:56:38
vaccines,slanted,vaccine scam,2,1,https://www.safemedicines.org/covid-vaccine-scams,safemedicines.org,COVID-19 Vaccine Scams,2026-04-29 17:56:42
vaccines,slanted,vaccine scam,2,2,https://portal.ct.gov/coronavirus/covid-19-knowledge-base/beware-of-vaccine-scams,portal.ct.gov,Beware of Vaccine Scams,2026-04-29 17:56:42
vaccines,slanted,vaccine scam,2,3,https://www.texasattorneygeneral.gov/consumer-protection/beware-vaccine-scams,texasattorneygeneral.gov,Beware Vaccine Scams | Office of the Attorney General,2026-04-29 17:56:42
vaccines,slanted,vaccine scam,2,4,https://www.weatherbys.bank/help-and-support/latest-scams/scam-alert-fake-covid-19-vaccine-texts-and-calls/,weatherbys.bank,Scam alert: Fake COVID-19 vaccine texts and calls - Weatherbys,2026-04-29 17:56:42
vaccines,slanted,vaccine scam,2,5,https://www.ftc.gov/system/files/attachments/coronavirus-advice-consumers/20199_covid_vaccine_scams_infographic_8-5x11_v3.pdf,ftc.gov,Three Ways to Avoid COVID-19 Vaccine Scams infographic,2026-04-29 17:56:42
vaccines,slanted,vaccine scam,2,6,https://www.phauk.org/vaccines/vaccine-fraud-be-aware-of-scams/,phauk.org,Vaccine fraud: Be aware of scams - PHA UK,2026-04-29 17:56:42
vaccines,slanted,vaccine scam,2,7,https://www.justice.gov/archives/coronavirus,justice.gov,Coronavirus Response,2026-04-29 17:56:42
vaccines,slanted,vaccine scam,2,8,https://www.bbc.co.uk/news/business-58029113,bbc.co.uk,'Covid vaccine scammers nearly got me',2026-04-29 17:56:43
vaccines,slanted,vaccine scam,2,9,https://www.lowyinstitute.org/the-interpreter/blockchain-solution-covid-19-vaccine-scams,lowyinstitute.org,A blockchain solution to Covid-19 vaccine scams,2026-04-29 17:56:43
