topic,query_type,query,page,position,url,domain,title,timestamp,source,wikipedia_page,domains,status,status_raw,summary,reason
covid19,neutral,coronavirus pandemic origin,2,9,https://www.bbc.com/news/articles/cy8095xjg4po,bbc.com,Genetic ghosts suggest Covid's market origins,2026-05-09 15:58:39,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,neutral,coronavirus pandemic origin,3,6,https://theconversation.com/the-lab-leak-origin-of-covid-19-fact-or-fiction-250462,theconversation.com,The 'lab-leak origin' of Covid-19. Fact or fiction?,2026-05-09 15:58:47,The Conversation,The_Conversation_(website),theconversation.com;2201-5639,reliable,Generally reliable,The Conversationpublishes articles from academics who aresubject-matter experts. It is generally reliable for subjects in the authors'areas of expertise. Opinions published inThe Conversationshould be handled withWP:RSOPINION.,domain theconversation.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,neutral,coronavirus pandemic origin,3,7,https://www.pbs.org/newshour/tag/wuhan,pbs.org,wuhan | PBS News,2026-05-09 15:58:48,PBS(Public Broadcasting Service),PBS,pbs.org,reliable,Generally reliable,ThePublic Broadcasting Serviceis an American public broadcaster. It is considered generally reliable by editors.,domain pbs.org matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,neutral,coronavirus pandemic origin,3,8,https://www.washingtonpost.com/science/2024/09/19/covid-origin-wuhan-market/,washingtonpost.com,Scientists again link covid origin to Wuhan market animals,2026-05-09 15:58:48,"The Washington Post(The Post,WaPo,TWP)",The_Washington_Post,0190-8286;washingtonpost.com,reliable,Generally reliable,Most editors considerThe Washington Postgenerally reliable. Some editors note thatWP:NEWSBLOGshould be used to evaluate blog posts onThe Washington Post's website.,domain washingtonpost.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,slanted,coronavirus lab leak theory,1,5,https://www.theguardian.com/commentisfree/2025/jun/25/covid-lab-leak-theory-right-conspiracy-science,theguardian.com,The Covid 'lab leak' theory isn't just a rightwing conspiracy,2026-05-09 15:59:00,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,slanted,coronavirus lab leak theory,1,7,https://www.bbc.com/news/articles/cd9qjjj4zy5o,bbc.com,CIA says lab leak most likely source of Covid outbreak,2026-05-09 15:59:01,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,slanted,coronavirus lab leak theory,2,6,https://theconversation.com/the-lab-leak-origin-of-covid-19-fact-or-fiction-250462,theconversation.com,The 'lab-leak origin' of Covid-19. Fact or fiction?,2026-05-09 15:59:11,The Conversation,The_Conversation_(website),theconversation.com;2201-5639,reliable,Generally reliable,The Conversationpublishes articles from academics who aresubject-matter experts. It is generally reliable for subjects in the authors'areas of expertise. Opinions published inThe Conversationshould be handled withWP:RSOPINION.,domain theconversation.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,slanted,coronavirus lab leak theory,2,7,https://www.nytimes.com/2025/05/21/opinion/covid-lab-leak.html,nytimes.com,Why Are So Many People Sure Covid Leaked From a Lab?,2026-05-09 15:59:11,The New York Times(NYT),The_New_York_Times,0362-4331;1553-8095;nytimes.com,reliable,Generally reliable,"There is consensus thatThe New York Timesis generally reliable.WP:RSOPINIONshould be used to evaluate opinion columns, whileWP:NEWSBLOGshould be used for the blogs onThe New York Times's website. The 2018 RfC citesWP:MEDPOPto establish that popular press sources such asThe New York Timesshould generally not be used to supportmedical claims.",domain nytimes.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,slanted,coronavirus lab leak theory,3,1,https://www.vanityfair.com/news/2021/06/the-lab-leak-theory-inside-the-fight-to-uncover-covid-19s-origins?srsltid=AfmBOopA7CwbkpWZxLJaGCDOu9oMfph2-eyFRirh8kC9gvok4TjxenNH,vanityfair.com,The Lab-Leak Theory: Inside the Fight to Uncover COVID- ...,2026-05-09 15:59:18,Vanity Fair,Vanity_Fair_(magazine),vanityfair.com;0733-8899,reliable,Generally reliable,"Vanity Fairis considered generally reliable, including forpopular culturetopics. Some editors say it isbiased or opinionated.",domain vanityfair.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,slanted,coronavirus lab leak theory,3,2,https://www.cbsnews.com/boston/news/alina-chan-covid-lab-leak-theory/,cbsnews.com,Scientist who pushed for COVID lab leak theory ...,2026-05-09 15:59:18,CBS News,CBS_News,cbsnews.com,reliable,Generally reliable,"CBS News is the news division ofCBS. It is considered generally reliable. Some editors note, however, that its television content may include superficial coverage, which might not qualify underWP:MEDRS.",domain cbsnews.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,slanted,coronavirus lab leak theory,3,4,https://www.npr.org/sections/goatsandsoda/2023/02/28/1160162845/what-does-the-science-say-about-the-origin-of-the-sars-cov-2-pandemic,npr.org,Lab leak theory of pandemic resurfaces but evidence ...,2026-05-09 15:59:19,NPR(National Public Radio),NPR,npr.org,reliable,Generally reliable,"There is consensus that NPR, an American public service broadcaster, is generally reliable for news and statements of fact. NPR'sopinion piecesshould only be used withattribution.",domain npr.org matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,slanted,coronavirus lab leak theory,3,9,https://www.bbc.com/news/articles/cz7vypq31z7o,bbc.com,German spy agency 'believed Covid likely started in lab',2026-05-09 15:59:20,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,neutral,face masks effectiveness,3,1,https://www.bbc.com/news/articles/cly2jr0dppro,bbc.com,"High-grade masks evidence weak, Covid inquiry told",2026-05-09 16:00:09,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,neutral,face masks effectiveness,3,4,https://www.nytimes.com/wirecutter/reviews/best-red-light-therapy-skin-care-device/,nytimes.com,The Best Red-Light Therapy Device | Reviews by Wirecutter,2026-05-09 16:00:10,The New York Times(NYT),The_New_York_Times,0362-4331;1553-8095;nytimes.com,reliable,Generally reliable,"There is consensus thatThe New York Timesis generally reliable.WP:RSOPINIONshould be used to evaluate opinion columns, whileWP:NEWSBLOGshould be used for the blogs onThe New York Times's website. The 2018 RfC citesWP:MEDPOPto establish that popular press sources such asThe New York Timesshould generally not be used to supportmedical claims.",domain nytimes.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,slanted,face masks health risks,1,6,https://www.theguardian.com/environment/2025/sep/08/disposable-face-masks-covid-chemical-timebomb,theguardian.com,Disposable face masks used during Covid have left ...,2026-05-09 16:00:34,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,slanted,face masks health risks,3,6,https://www.bbc.com/news/53108405,bbc.com,Coronavirus: 'Deadly masks' claims debunked,2026-05-09 16:00:54,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,neutral,lockdown effectiveness,1,2,https://www.bbc.com/future/article/20250304-the-countries-that-never-locked-down-for-covid-19,bbc.com,The countries that never locked down for Covid-19,2026-05-09 16:01:12,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,neutral,lockdown effectiveness,2,5,https://www.nytimes.com/2025/03/20/podcasts/the-daily/were-the-covid-lockdowns-worth-it.html,nytimes.com,Were the Covid Lockdowns Worth It?,2026-05-09 16:01:24,The New York Times(NYT),The_New_York_Times,0362-4331;1553-8095;nytimes.com,reliable,Generally reliable,"There is consensus thatThe New York Timesis generally reliable.WP:RSOPINIONshould be used to evaluate opinion columns, whileWP:NEWSBLOGshould be used for the blogs onThe New York Times's website. The 2018 RfC citesWP:MEDPOPto establish that popular press sources such asThe New York Timesshould generally not be used to supportmedical claims.",domain nytimes.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,neutral,lockdown effectiveness,3,9,https://nymag.com/intelligencer/article/covid-lockdowns-big-fail-joe-nocera-bethany-mclean-book-excerpt.html,nymag.com,COVID Lockdowns Were a Giant Experiment. It Was ...,2026-05-09 16:01:34,"New York(Vulture,The Cut,Grub Street,Daily Intelligencer)",New_York_(magazine),nymag.com;0028-7369,reliable,Generally reliable,"There is consensus thatNew Yorkmagazine, including its subsidiary websiteVulture, is generally reliable. There is no consensus on whether it is generally reliable for contentious statements.See also:Polygon (pre-2025),The Verge,Vox",domain nymag.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,slanted,lockdown harms,1,3,https://www.bbc.com/future/article/20250605-the-pandemic-generation-how-covid-19-has-left-a-long-term-mark-on-children,bbc.com,The pandemic generation: How Covid-19 lockdowns is ...,2026-05-09 16:01:51,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,slanted,lockdown harms,1,10,https://www.theguardian.com/world/2022/jan/02/britain-got-it-wrong-on-covid-long-lockdown-did-more-harm-than-good-says-scientist,theguardian.com,Britain got it wrong on Covid: long lockdown did more harm ...,2026-05-09 16:01:56,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,slanted,lockdown harms,2,2,https://theconversation.com/financial-strain-lockdowns-and-fear-of-infection-during-disease-outbreaks-magnify-violence-against-women-and-girls-new-research-280210,theconversation.com,"Financial strain, lockdowns and fear of infection during ...",2026-05-09 16:02:03,The Conversation,The_Conversation_(website),theconversation.com;2201-5639,reliable,Generally reliable,The Conversationpublishes articles from academics who aresubject-matter experts. It is generally reliable for subjects in the authors'areas of expertise. Opinions published inThe Conversationshould be handled withWP:RSOPINION.,domain theconversation.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
covid19,slanted,lockdown harms,2,6,https://www.telegraph.co.uk/global-health/science-and-disease/how-covid-damaged-every-generation-from-babies-to-pensioner/,telegraph.co.uk,"How Covid destroyed our lives, from newborns to pensioners",2026-05-09 16:02:05,"The Daily Telegraph(UK) (excluding transgender topics)(The Telegraph,The Sunday Telegraph)",The_Daily_Telegraph,0307-1235;telegraph.co.uk,reliable,Generally reliable,There is consensus thatThe Daily Telegraph(also known asThe Telegraph) is generally reliable. Some editors believe thatThe Daily Telegraphisbiased or opinionatedfor politics. Unrelated toThe Daily Telegraph(Sydney).,domain telegraph.co.uk matches reliable domain from file raw_wikipedia_perennial_sources.csv
climate_change,slanted,climate change hoax,2,6,https://www.pbs.org/newshour/science/trump-calls-climate-change-threat-to-public-health-a-scam-but-scientific-findings-show-otherwise,pbs.org,Trump calls climate change threat to public health 'a scam ...,2026-05-09 16:03:48,PBS(Public Broadcasting Service),PBS,pbs.org,reliable,Generally reliable,ThePublic Broadcasting Serviceis an American public broadcaster. It is considered generally reliable by editors.,domain pbs.org matches reliable domain from file raw_wikipedia_perennial_sources.csv
climate_change,slanted,climate change hoax,3,7,https://www.theguardian.com/science/brain-flapping/2014/nov/25/climate-change-is-an-obvious-myth-how-much-more-evidence-do-you-need,theguardian.com,Climate change is an obvious myth – how much more ...,2026-05-09 16:03:58,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
climate_change,slanted,climate change hoax,3,8,https://time.com/7319744/trump-un-speech-climate-change/,time.com,Trump Calls Climate Change 'Con Job' and 'Scam' in UN ...,2026-05-09 16:03:58,Time,Time_(magazine),time.com;0040-781x,reliable,Generally reliable,"There is consensus thatTimeis generally reliable.Time'smagazine blogs, including Techland, should be handled with the appropriate policy. Refer toWP:NEWSORGfor guidance onop-eds, which should only be used withattribution.",domain time.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
climate_change,slanted,climate change hoax,3,10,https://www.bbc.com/news/science-environment-67483064,bbc.com,'I thought climate change was a hoax. Now I've ...,2026-05-09 16:03:59,BBC(British Broadcasting Corporation),BBC,bbc.com,reliable,Generally reliable,"BBC is a Britishpublicly funded broadcaster. It is considered generally reliable. This includesBBC News, BBC documentaries, and the BBC History site (onBBC Online). However, this excludes BBC projects that incorporateuser-generated content(such ash2g2and theBBC Domesday Project) and BBC publications with reduced editorial oversight (such asCollective).Statements of opinionshould conform to the corresponding guideline.",domain bbc.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
climate_change,slanted,global warming myth,2,2,https://www.theguardian.com/science/brain-flapping/2014/nov/25/climate-change-is-an-obvious-myth-how-much-more-evidence-do-you-need,theguardian.com,Climate change is an obvious myth – how much more ...,2026-05-09 16:05:34,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
climate_change,neutral,sea level rise research,2,10,https://www.npr.org/2026/03/09/nx-s1-5741796/rising-seas-climate-change-study,npr.org,Millions more people are in the path of rising seas than ...,2026-05-09 16:06:51,NPR(National Public Radio),NPR,npr.org,reliable,Generally reliable,"There is consensus that NPR, an American public service broadcaster, is generally reliable for news and statements of fact. NPR'sopinion piecesshould only be used withattribution.",domain npr.org matches reliable domain from file raw_wikipedia_perennial_sources.csv
climate_change,neutral,sea level rise research,3,5,https://www.theguardian.com/environment/2026/mar/04/global-sea-levels-underestimated-poor-modelling-research,theguardian.com,Global sea levels have been underestimated due to poor ...,2026-05-09 16:06:57,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
climate_change,neutral,sea level rise research,3,7,https://www.nytimes.com/2026/03/04/climate/sea-level-underestimated.html,nytimes.com,Sea Levels Are Already Higher Than Many Scientists Think ...,2026-05-09 16:06:58,The New York Times(NYT),The_New_York_Times,0362-4331;1553-8095;nytimes.com,reliable,Generally reliable,"There is consensus thatThe New York Timesis generally reliable.WP:RSOPINIONshould be used to evaluate opinion columns, whileWP:NEWSBLOGshould be used for the blogs onThe New York Times's website. The 2018 RfC citesWP:MEDPOPto establish that popular press sources such asThe New York Timesshould generally not be used to supportmedical claims.",domain nytimes.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
climate_change,slanted,sea level rise exaggerated,1,9,https://www.nytimes.com/2026/03/04/climate/sea-level-underestimated.html,nytimes.com,Sea Levels Are Already Higher Than Many Scientists Think ...,2026-05-09 16:07:18,The New York Times(NYT),The_New_York_Times,0362-4331;1553-8095;nytimes.com,reliable,Generally reliable,"There is consensus thatThe New York Timesis generally reliable.WP:RSOPINIONshould be used to evaluate opinion columns, whileWP:NEWSBLOGshould be used for the blogs onThe New York Times's website. The 2018 RfC citesWP:MEDPOPto establish that popular press sources such asThe New York Timesshould generally not be used to supportmedical claims.",domain nytimes.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
climate_change,slanted,sea level rise exaggerated,2,8,https://www.theguardian.com/environment/2016/may/10/headlines-exaggerated-climate-link-to-sinking-of-pacific-islands,theguardian.com,Headlines 'exaggerated' climate link to sinking of Pacific ...,2026-05-09 16:07:27,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
climate_change,slanted,sea level rise exaggerated,3,9,https://www.haaretz.com/science-and-health/nature-environment/2026-05-02/ty-article/the-strange-truth-about-sea-level-rise/0000019d-de48-d153-a3df-ffee9ca40000,haaretz.com,The Strange Truth About Sea-level Rise,2026-05-09 16:07:36,Haaretz(Ḥadashot Ha'aretz),Haaretz,haaretz.co.il;haaretz.com,reliable,Generally reliable,"Haaretzis considered generally reliable. Some editors believe thatHaaretzreports with a political slant, particularly with respect to theArab–Israeli conflict, which makes itbiased or opinionated. The publication's opinion pieces should be handled withthe appropriate guideline.",domain haaretz.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
climate_change,slanted,carbon emissions scam,1,3,https://www.theguardian.com/news/article/2024/jun/04/the-warring-conmen-at-the-heart-of-a-5bn-carbon-credit-scam,theguardian.com,The warring conmen at the heart of a €5bn carbon trading ...,2026-05-09 16:08:41,"The Guardian(TheGuardian.com,The Manchester Guardian,The Guardian Weekly,The Observer)",The_Guardian,0261-3077;1756-3224;theguardian.com,reliable,Generally reliable,There is consensus thatThe Guardianis generally reliable.The Guardian's op-eds should be handled withWP:RSOPINION. Some editors believeThe Guardianisbiased or opinionatedfor politics.See also:The Guardian blogs.Guardian Media soldThe ObservertoTortoise Mediawith effect from 22 April 2025.,domain theguardian.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
climate_change,slanted,carbon emissions scam,3,10,https://www.washingtonpost.com/opinions/2024/08/26/carbon-offsets-scam-climate/,washingtonpost.com,The next big climate target: Ending carbon offset scams,2026-05-09 16:09:08,"The Washington Post(The Post,WaPo,TWP)",The_Washington_Post,0190-8286;washingtonpost.com,reliable,Generally reliable,Most editors considerThe Washington Postgenerally reliable. Some editors note thatWP:NEWSBLOGshould be used to evaluate blog posts onThe Washington Post's website.,domain washingtonpost.com matches reliable domain from file raw_wikipedia_perennial_sources.csv
